Time RV eRV BIS FWHM S-index
55115.715973 6.02 0.654 0.012669 0.04042 -4.9048
55116.668174 6.003 0.637 0.013074 0.033506 -4.9051
55117.691098 1.933 0.637 0.011421 0.025505 -4.9187
55118.695585 3.499 0.647 0.010533 0.025143 -4.9182
55119.727494 1.459 0.647 0.007177 0.011092 -4.933
55120.652095 0.918 0.647 0.001208 -0.001706 -4.9445
55121.685951 0.367 0.64 -1.1e-05 0.001672 -4.9408
55122.638782 -0.447 0.647 -0.003017 0.000903 -4.9443
55123.736582 -3.277 0.647 -0.003712 -0.011506 -4.952
55353.898126 18.26 0.647 0.015928 0.073192 -4.8662
55353.990378 19.017 0.632 0.015905 0.080358 -4.8598
55354.863497 17.426 0.699 0.012038 0.068862 -4.8661
55355.873719 18.275 0.647 0.012407 0.063904 -4.8677
55355.987022 15.268 0.647 0.007321 0.049128 -4.8858
55356.862604 20.189 0.654 0.01006 0.060954 -4.8704
55356.997757 17.919 0.68 0.005379 0.043347 -4.8853
55357.859664 19.681 0.647 0.008579 0.052208 -4.8781
55357.976802 17.219 0.647 0.003583 0.045414 -4.8898
55358.870204 12.794 0.647 0.003928 0.040035 -4.8987
55359.985225 9.3 0.647 0.003315 0.036924 -4.9055
55361.846279 9.429 0.654 0.007392 0.040122 -4.9054
55361.990899 7.543 0.654 0.005424 0.031997 -4.9115
55388.874269 13.144 0.633 0.002848 0.044247 -4.8989
55388.987893 12.607 0.613 0.003026 0.044154 -4.8978
55389.94273 13.065 0.615 0.009561 0.054181 -4.8909
55390.845643 10.664 0.673 0.01424 0.053159 -4.8924
55391.00516 9.475 0.604 0.01327 0.045974 -4.9024
55391.845313 7.097 0.661 0.015366 0.045459 -4.901
55391.925847 9.617 0.626 0.012171 0.052895 -4.8936
55391.995058 7.153 0.632 0.015842 0.042712 -4.8989
55392.825832 6.775 0.613 0.012582 0.048495 -4.8965
55392.91432 7.765 0.637 0.016846 0.046348 -4.8947
55392.999259 6.47 0.651 0.014956 0.047212 -4.8996
55393.802577 6.211 0.614 0.017993 0.035404 -4.8985
55394.000813 5.342 0.614 0.012214 0.034218 -4.9061
55394.823422 6.162 0.615 0.009983 0.028417 -4.9082
55394.904553 5.276 0.615 0.010396 0.024345 -4.9116
55395.837561 5.489 0.617 0.005028 0.017441 -4.9183
55395.908429 3.705 0.807 0.004578 0.016173 -4.9194
55395.988753 5.785 0.673 0.003763 0.020985 -4.9175
55407.77202 9.082 0.615 -0.005582 0.012291 -4.9242
55407.851842 12.09 0.615 -0.001167 0.022082 -4.9113
55407.942074 9.577 0.635 -0.006411 0.022235 -4.9192
55408.796151 11.873 0.64 -0.002725 0.02458 -4.9122
55408.880994 12.597 0.632 -0.002361 0.028267 -4.9098
55408.945579 13.019 0.635 5.5e-05 0.029991 -4.9072
55409.773927 8.993 0.632 -0.00325 0.029364 -4.917
55409.849833 11.122 0.632 0.001226 0.033649 -4.9075
55409.927806 10.829 0.656 -0.000305 0.033871 -4.9096
55410.749079 10.989 0.632 0.004102 0.04126 -4.9036
55410.847343 9.321 0.632 0.005442 0.037247 -4.9081
55410.924307 13.024 0.667 0.006963 0.046414 -4.8976
55411.770711 7.685 0.632 0.007835 0.033604 -4.9083
55411.860233 9.892 0.632 0.010435 0.044843 -4.9008
55411.932755 6.506 0.632 0.003678 0.037788 -4.9113
55412.762281 8.226 0.632 0.010412 0.037311 -4.9047
55412.850111 6.804 0.632 0.006832 0.037215 -4.9083
55412.927109 7.939 0.632 0.008463 0.041073 -4.9052
55413.77531 6.268 0.638 0.007699 0.027353 -4.9139
55413.834618 5.873 0.638 0.011598 0.028646 -4.9155
55413.914346 3.386 0.641 0.010849 0.023318 -4.9199
55414.777127 2.963 0.632 0.009786 0.019913 -4.9174
55414.838744 1.685 0.632 0.007308 0.023269 -4.9215
55414.908749 5.772 0.632 0.009224 0.034602 -4.9111
55415.782991 3.065 0.632 0.009974 0.021247 -4.9198
55415.855185 5.477 0.632 0.008934 0.025328 -4.9166
55415.933997 1.616 0.632 0.008194 0.016725 -4.9242
55416.770696 0.264 0.638 0.007318 0.007908 -4.9352
55416.865457 0.482 0.638 0.005609 0.012185 -4.9353
55416.932826 2.196 0.638 0.007401 0.017736 -4.9249
55421.766595 -0.263 0.635 -0.004948 -0.00806 -4.9492
55421.850237 -0.636 0.651 -0.00439 -0.010112 -4.9518
55421.944414 0.093 0.632 -0.007485 -0.011737 -4.9506
55422.71827 1.509 0.61 -0.008818 -0.007304 -4.9466
55422.817129 5.218 0.62 -0.001901 0.003369 -4.9339
55422.88099 3.821 0.614 -0.005406 0.000237 -4.9374
55424.720988 6.886 0.62 -0.003288 0.005392 -4.9318
55424.808613 7.379 0.62 -0.007879 0.002763 -4.93
55424.924697 6.712 0.62 -0.006453 0.004945 -4.9335
55425.723321 6.563 0.62 -0.008301 0.005303 -4.9324
55425.818217 5.761 0.62 -0.008232 0.005752 -4.9353
55425.920563 7.157 0.62 -0.005202 0.0065 -4.9333
55426.747556 7.839 0.614 -0.004469 0.010481 -4.9282
55426.850796 5.432 0.614 -0.00713 0.000753 -4.9368
55426.944311 6.478 0.614 -0.004848 0.010826 -4.9321
55427.836227 6.269 0.616 -0.005139 0.00955 -4.9351
55427.918618 0.596 0.719 -0.00471 -8e-06 -4.9439
55428.705291 4.881 0.62 -0.003847 0.008931 -4.936
55428.809818 7.703 0.62 -0.001247 0.021227 -4.9227
55428.932636 2.396 0.673 -0.002756 0.007813 -4.9388
55429.711964 5.726 0.673 -0.000843 0.023035 -4.9241
55429.824067 5.106 0.667 0.000178 0.018727 -4.9273
55429.919287 4.079 0.667 0.001345 0.012257 -4.9326
55430.698943 3.178 0.667 0.003555 0.009614 -4.9312
55430.836878 3.219 0.673 0.002961 0.018964 -4.9301
55430.91631 3.587 0.673 0.0033 0.02134 -4.9277
55431.756344 0.251 0.673 0.003267 0.006603 -4.938
55431.84003 -0.629 0.647 0.005283 0.010673 -4.9374
55431.91144 1.562 0.681 0.006147 0.015149 -4.9323
55463.622884 8.563 0.651 -9e-06 0.024827 -4.9113
55463.694462 6.571 0.641 0.000214 0.021159 -4.9184
55463.775213 10.656 0.641 0.00288 0.02894 -4.9037
55464.620593 14.689 0.641 0.000431 0.035103 -4.8924
55464.794797 12.692 0.661 -0.000478 0.030012 -4.9005
55465.714322 15.754 0.738 -0.004364 0.038332 -4.8935
55465.806072 16.871 0.661 -0.002673 0.039375 -4.892
55466.681212 17.83 0.656 -0.006338 0.038223 -4.8902
55466.732774 18.475 0.656 -0.004872 0.035615 -4.8946
55466.800038 15.445 0.766 -0.005315 0.03346 -4.9002
55467.64219 22.891 0.766 2e-06 0.056508 -4.8768
55467.724154 26.356 0.656 0.001279 0.06363 -4.865
55467.792178 20.252 0.656 -0.00421 0.050104 -4.8842
55469.611945 24.16 0.667 0.004068 0.065888 -4.8739
55469.711351 21.951 0.656 0.000799 0.066415 -4.8745
55469.801266 23.251 0.656 0.004484 0.067872 -4.8719
55470.608471 19.824 0.656 0.009062 0.068483 -4.8741
55470.705472 22.773 0.649 0.008233 0.074812 -4.8666
55470.800283 18.979 0.649 0.009256 0.063712 -4.8777
55471.598145 19.543 0.649 0.015217 0.075815 -4.8694
55473.603195 12.604 0.656 0.022061 0.060604 -4.8782
55473.737346 8.518 0.656 0.017867 0.0594 -4.8836
55473.788937 10.705 0.656 0.019956 0.065731 -4.8794
55474.594351 6.36 0.649 0.021025 0.051864 -4.8956
55474.687237 10.102 0.656 0.020032 0.064503 -4.8808
55474.760498 8.497 0.656 0.017528 0.05785 -4.8896
55476.70123 5.196 0.681 0.01119 0.031721 -4.9086
55477.655356 7.027 0.656 0.00991 0.032849 -4.9084
55477.771189 4.915 0.656 0.005487 0.026448 -4.915
55497.560767 1.504 0.766 -0.003835 -0.008967 -4.9458
55497.668179 -1.661 0.656 -0.00567 -0.010634 -4.954
55511.641658 8.898 0.649 0.003445 0.03386 -4.9085
55512.628752 8.276 0.649 0.005934 0.037044 -4.9077
55512.699883 7.153 0.641 0.005008 0.023492 -4.9149
55513.577422 7.397 0.641 0.010626 0.033878 -4.908
55514.58233 7.555 0.637 0.00927 0.033377 -4.9058
55514.664401 5.522 0.626 0.008467 0.02902 -4.9137
55515.564457 3.943 0.626 0.00483 0.02086 -4.9206
55515.632925 6.642 0.637 0.006651 0.030172 -4.9088
55516.570773 6.985 0.637 0.007249 0.027107 -4.9111
55516.638167 5.522 0.637 0.007712 0.024757 -4.917
55517.662033 6.244 0.731 0.004551 0.027055 -4.9156
55520.615296 3.208 0.641 0.002406 0.011084 -4.9327
55520.680758 4.304 0.609 0.003782 0.014651 -4.9293
55521.613494 -2.289 0.609 -0.000807 0.00451 -4.9455
55521.684301 -1.508 0.609 -0.000243 0.000453 -4.9465
55522.593106 0.028 0.615 0.004691 0.009577 -4.9392
55523.601388 -3.487 0.616 0.002347 0.000399 -4.9479
55523.678167 -0.506 0.609 0.00581 0.005116 -4.942
55753.832091 1.502 0.609 0.009473 0.020601 -4.9214
55753.895388 0.694 0.609 0.008037 0.015851 -4.9259
55753.965547 0.802 0.609 0.010797 0.021007 -4.9232
55754.82436 2.238 0.609 0.007769 0.020994 -4.9203
55754.987708 2.875 0.638 0.0091 0.024931 -4.9196
55755.824286 1.661 0.643 0.007133 0.018316 -4.927
55755.922078 2.291 0.648 0.00812 0.015717 -4.9273
55755.993087 2.15 0.654 0.007692 0.019671 -4.9236
55756.825625 0.862 0.638 0.002325 0.00053 -4.9393
55756.915603 2.247 0.645 0.004024 0.012152 -4.9305
55756.981547 2.666 0.645 0.003394 0.003015 -4.9366
55757.756965 0.103 0.654 0.002374 -0.000433 -4.946
55757.841184 1.575 0.645 -0.001293 0.001464 -4.9396
55757.917958 1.569 0.654 0.00142 -0.002565 -4.9431
55758.830584 2.63 0.654 0.001867 0.003534 -4.9384
55758.919768 0.815 0.654 -8e-04 -0.004768 -4.9433
55758.987427 1.534 0.638 -0.004208 0.002496 -4.9421
55759.756056 -0.018 0.638 -0.002487 -0.005933 -4.9478
55759.847247 0.784 0.638 -0.003269 -0.002106 -4.9456
55759.978494 -1.79 0.638 -0.004729 -0.006476 -4.9512
55762.734088 3.112 0.648 -0.000595 0.003498 -4.9355
55762.838648 1.442 0.638 -0.00359 0.002431 -4.9419
55762.915926 0.723 0.638 -0.001649 -0.004467 -4.9441
55763.741316 2.909 0.643 -0.003489 0.000125 -4.9427
55763.85943 0.689 0.638 -0.002659 -0.002403 -4.9406
55763.912221 -2.283 0.638 -0.001975 -0.009459 -4.9521
55764.800221 2.015 0.668 -0.000522 -0.005873 -4.9445
55764.89049 2.558 0.638 -0.000694 0.003456 -4.9389
55764.982803 -0.202 0.638 -0.001818 -0.002714 -4.9478
55765.748968 3.978 0.638 -0.002543 0.004224 -4.9392
55765.829415 1.871 0.645 -0.001819 0.000988 -4.9386
55765.990853 3.123 0.645 0.000434 0.011357 -4.9349
55766.73304 -0.416 0.645 -0.001977 -0.002374 -4.9447
55766.894487 0.902 0.645 -0.003292 0.000391 -4.9467
55767.718697 0.152 0.645 -0.001964 0.002796 -4.9415
55767.833786 0.902 0.645 0.001739 0.001333 -4.9428
55767.919147 1.257 0.645 -0.000674 0.000836 -4.9465
55768.7156 -1.032 0.645 3.8e-05 -0.003326 -4.9491
55768.878192 -1.523 0.638 0.000486 -0.006393 -4.9512
55769.004546 -1.457 0.638 0.00032 -0.00363 -4.9518
55769.725144 0.542 0.638 0.003175 0.004077 -4.943
55769.824258 -5.169 0.645 -0.001281 -0.009235 -4.9585
55769.965821 -0.875 0.645 -0.000147 -0.001237 -4.9469
55770.705667 -0.865 0.758 0.002878 0.003449 -4.9448
55770.765139 1.646 0.645 0.003034 0.00485 -4.9397
55770.971297 -2.36 0.645 0.00343 -0.000163 -4.9455
55771.704493 -0.258 0.645 0.005036 8e-05 -4.9442
55772.008887 -6.207 0.638 -0.001748 -0.009619 -4.9576
55772.846522 -2.575 0.638 0.002563 -0.000387 -4.9506
55772.981901 -2.878 0.638 0.003135 0.001759 -4.9497
55773.691696 -4.437 0.638 -0.000176 -0.004569 -4.9544
55773.861638 -4.099 0.638 9.7e-05 -0.011725 -4.9573
55774.004985 -3.983 0.638 0.000904 -0.007619 -4.9556
55774.690679 -5.319 0.638 0.002208 -0.011515 -4.9596
55774.987139 -1.495 0.645 -4.7e-05 -0.005407 -4.9501
55775.761613 -1.169 0.645 -0.000507 -0.006775 -4.9462
55775.859977 -2.195 0.645 -0.001757 -0.006487 -4.9536
55775.992506 1.003 0.645 0.002032 -0.005031 -4.9442
55776.884565 -0.205 0.697 -0.000396 -0.00577 -4.9442
55776.978412 -2.59 0.678 -0.000306 -0.010601 -4.9528
55779.715507 -2.97 0.638 -0.000666 -0.008826 -4.9522
55780.828044 -2.92 0.638 -0.006152 -0.006642 -4.9555
55791.005321 -7.965 0.643 -0.001141 -0.019379 -4.97
55796.694834 -10.584 0.66 -0.00662 -0.038327 -4.9868
55796.764211 -10.228 0.645 -0.001858 -0.032441 -4.982
55796.824546 -6.76 0.685 -0.002534 -0.027542 -4.9775
55797.685383 -10.155 0.629 -0.004633 -0.041808 -4.9897
55798.672691 -7.583 0.616 -0.003538 -0.035513 -4.9835
55798.746622 -9.054 0.62 -0.008315 -0.037153 -4.9897
55798.825278 -9.065 0.62 -0.006636 -0.037416 -4.9921
55799.663404 -10.837 0.62 -0.007532 -0.041307 -4.9919
55799.732382 -8.517 0.614 -0.006218 -0.035631 -4.9858
55799.820827 -6.04 0.614 -0.005782 -0.024531 -4.9738
55800.648425 -7.62 0.618 -0.003953 -0.028461 -4.9782
55800.719086 -8.003 0.62 -0.007521 -0.030299 -4.9809
55800.819574 -11.499 0.62 -0.007421 -0.036682 -4.9924
55801.663163 -6.526 0.62 -0.002938 -0.024672 -4.9739
55801.751865 -8.204 0.614 -0.001961 -0.02698 -4.9776
55801.821359 -10.082 0.614 -0.00646 -0.033575 -4.9854
55802.666976 -7.513 0.614 -0.005293 -0.028998 -4.9759
55802.754608 -9.692 0.614 -0.004082 -0.030778 -4.9795
55802.836265 -5.55 0.614 -0.001324 -0.024873 -4.9708
55803.652809 -6.801 0.614 -0.0058 -0.022056 -4.9739
55803.751323 -5.083 0.614 -0.003522 -0.02297 -4.9691
55803.867716 -6.761 0.614 -0.004332 -0.023944 -4.9748
55809.687352 -0.611 0.654 -0.003496 -0.011971 -4.9581
55809.780062 -4.622 0.614 -0.006759 -0.018889 -4.9646
55809.85263 -3.115 0.614 -0.0044 -0.016744 -4.9613
55810.677875 -3.778 0.614 -0.005862 -0.022047 -4.9695
55810.755769 -2.476 0.614 -0.005506 -0.014274 -4.962
55810.834467 -4.433 0.614 -0.003516 -0.015178 -4.9632
55812.610018 -4.665 0.616 -0.003752 -0.013752 -4.964
55812.783943 -5.288 0.614 -0.00375 -0.019716 -4.9672
55813.586557 -3.433 0.614 0.000178 -0.010688 -4.9558
55813.705955 -1.919 0.618 0.000447 -0.007027 -4.9543
55815.637962 -3.121 0.614 -0.001869 -0.015847 -4.9571
55815.723582 -3.396 0.614 -0.00203 -0.014067 -4.9578
55815.816321 -1.8 0.668 -0.001898 -0.002759 -4.9511
55816.589122 0.648 0.614 0.00282 0.001302 -4.9445
55816.715927 -2.585 0.618 -0.000953 -0.011461 -4.9586
55816.841374 -2.072 0.614 -0.001281 -0.005205 -4.9519
55817.644922 -4.337 0.678 0.001311 -0.012082 -4.9607
55817.785594 -1.377 0.62 -0.002639 2.4e-05 -4.9491
55817.852726 -2.128 0.62 0.000867 -0.006508 -4.953
55825.749421 -5.216 0.62 -0.001235 -0.019522 -4.9616
55826.561222 -6.106 0.704 -0.005372 -0.022814 -4.97
55826.678042 -4.378 0.614 -0.002106 -0.010281 -4.9588
55827.560893 -7.376 0.614 -0.005998 -0.026445 -4.9727
55827.70342 -2.741 0.604 -0.001538 -0.012187 -4.9602
55828.558082 -4.517 0.751 -0.000208 -0.011275 -4.9646
55828.683948 -5.307 0.62 -0.002656 -0.024485 -4.9713
55828.813598 -5.12 0.605 -0.003804 -0.017133 -4.964
55829.550536 -4.668 0.635 -0.001805 -0.012133 -4.9626
55829.671638 -4.905 0.61 -0.001306 -0.013795 -4.9658
55830.558269 -7.901 0.61 -0.002229 -0.02242 -4.9696
55830.681071 -4.553 0.61 -0.001694 -0.011011 -4.9643
55833.721405 -2.018 0.61 0.001835 -0.001626 -4.95
55833.810794 -1.329 0.604 0.00164 -0.002773 -4.9476
55834.549816 -5.135 0.61 -0.000734 -0.015679 -4.9612
55834.640992 -4.135 0.61 -0.000572 -0.014518 -4.961
56086.886522 -10.784 0.643 -0.007715 -0.03966 -4.9903
56086.960695 -11.207 0.792 -0.007889 -0.03636 -4.9977
56087.899944 -8.267 0.631 -0.006339 -0.029434 -4.981
56088.879801 -7.29 0.626 -0.006567 -0.028403 -4.9807
56089.869284 -4.344 0.616 -0.008262 -0.02081 -4.9698
56089.923164 -5.994 0.618 -0.006886 -0.027672 -4.9751
56090.904827 -5.424 0.609 -0.005133 -0.021117 -4.9702
56090.988285 -5.557 0.618 -0.006109 -0.021391 -4.969
56091.888904 -5.198 0.624 -0.007054 -0.024972 -4.9725
56092.86735 -4.469 0.62 -0.005489 -0.020178 -4.9641
56094.861842 -0.24 0.613 -0.003113 -0.007992 -4.9514
56095.875324 -0.305 0.609 -0.003444 -0.007707 -4.9522
56095.951446 2.76 0.616 -0.002804 0.001334 -4.9405
56096.947161 0.534 0.667 -0.002912 -0.002003 -4.9478
56101.884432 -6.127 0.641 -0.000351 -0.013785 -4.9597
56101.987231 -6.566 0.61 0.001751 -0.013573 -4.964
56102.891291 -8.381 0.61 -0.00175 -0.020237 -4.971
56102.98257 -6.179 0.616 -0.003118 -0.015778 -4.9622
56103.885414 -6.467 0.731 -0.003818 -0.015072 -4.964
56103.962344 -3.236 0.654 -0.004001 -0.0114 -4.9545
56104.867891 -4.507 0.637 -0.003892 -0.016746 -4.9622
56104.93801 -3.61 0.675 -0.003323 -0.015543 -4.9602
56105.866034 -5.84 0.667 -0.00614 -0.021743 -4.969
56105.969599 -6.491 0.649 -0.003599 -0.020859 -4.9656
56107.861672 -0.952 0.641 -0.003939 -0.012041 -4.9562
56107.931889 -3.215 0.645 -0.006139 -0.017408 -4.9659
56108.86239 -0.584 0.675 -0.003748 -0.007868 -4.9554
56108.962719 -3.575 0.641 -0.004622 -0.020888 -4.9682
56109.857311 -4.43 0.685 -0.004359 -0.017027 -4.9668
56109.975812 -3.433 0.66 -0.004663 -0.016295 -4.9602
56112.870539 -5.157 0.641 0.001505 -0.011482 -4.9601
56112.917041 -8.792 0.641 -0.001867 -0.019443 -4.9698
56112.995721 -3.486 0.675 -3.1e-05 -0.016591 -4.9604
56113.813334 -5.511 0.641 -0.002043 -0.012777 -4.9622
56113.926631 -3.513 0.631 0.003769 -0.007054 -4.9537
56114.837913 -5.301 0.685 -0.00141 -0.013168 -4.9618
56114.944972 -5.234 0.609 0.000751 -0.017006 -4.9621
56115.864709 -6.673 0.604 -0.00045 -0.016996 -4.9656
56115.962208 -4.038 0.604 0.001076 -0.014586 -4.9638
56116.807657 -6.284 0.609 -0.000528 -0.020301 -4.9654
56116.93372 -4.311 0.609 -0.000273 -0.013913 -4.9635
56117.83451 -3.633 0.643 0.00103 -0.018578 -4.9641
56117.94751 -5.114 0.609 -0.002743 -0.01875 -4.9709
56118.822647 -6.417 0.609 -0.003067 -0.021902 -4.9711
56118.925498 -5.504 0.649 -0.00365 -0.02653 -4.9741
56119.828024 -5.798 0.607 -0.001968 -0.025842 -4.9727
56119.923255 -6.123 0.604 -0.002986 -0.019104 -4.9693
56120.835505 -7.314 0.609 -0.007299 -0.024938 -4.9768
56120.942583 -6.854 0.62 -0.002781 -0.028375 -4.9744
56121.817469 -8.754 0.606 -0.002958 -0.02341 -4.9757
56121.926777 -8.074 0.61 -0.002494 -0.023809 -4.9746
56122.806049 -9.72 0.609 -0.006182 -0.027126 -4.9784
56122.904295 -9.245 0.61 -0.005171 -0.029768 -4.9793
56123.837355 -6.98 0.618 -0.00151 -0.020922 -4.9706
56123.935928 -6.506 0.62 -0.001323 -0.021161 -4.9717
56127.8248 -6.371 0.611 -0.008157 -0.029154 -4.9774
56127.911469 -4.909 0.758 -0.007131 -0.024947 -4.9702
56128.780477 -5.4 0.609 -0.007007 -0.019659 -4.9702
56128.859646 -3.669 0.61 -0.002049 -0.024437 -4.9685
56128.913311 -4.496 0.596 -0.005815 -0.023172 -4.9726
56131.768945 -6.245 0.607 -0.004393 -0.025341 -4.9744
56131.830665 -6.402 0.593 -0.006022 -0.027385 -4.9773
56131.901941 -4.554 0.625 -0.004968 -0.019975 -4.969
56132.756855 -6.532 0.597 -0.003458 -0.019881 -4.9709
56132.829343 -4.711 0.625 -0.003 -0.013221 -4.9653
56132.901698 -5.279 0.593 -0.000453 -0.019326 -4.9665
56133.79176 -8.796 0.69 -0.002545 -0.02334 -4.9742
56133.872893 -7.421 0.592 -0.00305 -0.027413 -4.9762
56133.935875 -5.262 0.601 -0.000171 -0.015994 -4.9653
56134.751087 -6.231 0.596 -0.002464 -0.016373 -4.965
56134.830087 -8.745 0.625 -0.00133 -0.028053 -4.9764
56134.90464 -9.269 0.593 -0.002751 -0.024409 -4.9778
56135.72521 -8.434 0.625 -0.002441 -0.023069 -4.9715
56135.805102 -10.016 0.594 -0.000146 -0.024024 -4.9774
56135.875573 -11.207 0.625 -0.003172 -0.027892 -4.9821
56137.744175 -9.674 0.598 -0.001476 -0.025637 -4.9777
56137.81055 -10.491 0.631 -0.002182 -0.030758 -4.9828
56137.895454 -10.839 0.598 -0.003614 -0.03225 -4.9846
56138.77265 -10.124 0.631 -0.003495 -0.029559 -4.9864
56138.832084 -11.665 0.598 -0.005665 -0.036335 -4.9902
56138.898789 -11.496 0.631 -0.002222 -0.036227 -4.9886
56147.744254 -10.632 0.668 -0.00762 -0.039719 -4.9941
56147.891686 -10.841 0.625 -0.007532 -0.036589 -4.9904
56148.784417 -10.944 0.623 -0.006671 -0.035357 -4.9908
56148.873485 -11.986 0.593 -0.006405 -0.041283 -4.996
56149.744541 -10.542 0.628 -0.008623 -0.035688 -4.99
56149.853524 -7.671 0.678 -0.003629 -0.034605 -4.9856
56150.715535 -9.899 0.596 -0.007043 -0.036551 -4.9903
56150.8344 -12.6 0.792 -0.005751 -0.047457 -4.9999
56151.720938 -11.167 0.596 -0.00692 -0.039216 -4.9918
56151.870577 -8.728 0.792 -0.005618 -0.033136 -4.9863
56152.710936 -11.023 0.609 -0.005146 -0.039751 -4.9928
56152.833365 -10.946 0.61 -0.007921 -0.036605 -4.9924
56153.712437 -9.867 0.613 -0.003784 -0.036477 -4.9907
56154.742856 -8.501 0.593 -0.004213 -0.031341 -4.9847
56154.942606 -12.758 0.625 -0.008046 -0.046552 -4.9987
56155.655369 -9.43 0.593 -0.006868 -0.03688 -4.9929
56155.773056 -9.415 0.643 -0.00333 -0.033074 -4.9868
56156.695369 -11.635 0.606 -0.00735 -0.040975 -4.9954
56156.790837 -10.462 0.638 -0.006163 -0.039926 -4.9931
56157.692575 -12.716 0.598 -0.006392 -0.039205 -4.9985
56157.800721 -11.32 0.631 -0.00261 -0.039067 -4.9952
56158.675675 -12.787 0.604 -0.006196 -0.04745 -5.0017
56158.77214 -12.798 0.631 -0.006052 -0.043471 -5.0002
56159.712446 -14.192 0.6 -0.00538 -0.048983 -5.004
56159.801002 -11.48 0.631 -0.006194 -0.032994 -4.9911
56160.713372 -9.833 0.635 -0.007123 -0.040614 -4.9939
56160.79964 -12.034 0.635 -0.006682 -0.053502 -5.004
56161.715723 -11.097 0.654 -0.006559 -0.050451 -4.9987
56161.794717 -13.076 0.643 -0.004919 -0.040857 -4.9996
56162.635748 -10.276 0.654 -0.003685 -0.045252 -4.993
56162.75012 -10.143 0.635 -0.0059 -0.044174 -4.9928
56164.744943 -9.724 0.635 -0.008607 -0.041752 -4.993
56164.827688 -10.797 0.635 -0.01005 -0.042157 -4.9947
56166.644064 -7.591 0.635 -0.00535 -0.034243 -4.9852
56166.748553 -9.513 0.635 -0.008807 -0.041367 -4.992
56167.791808 -6.056 0.641 -0.004836 -0.020624 -4.9763
56168.621376 -8.688 0.641 -0.004839 -0.030388 -4.9806
56168.836608 -8.306 0.641 -0.004615 -0.029322 -4.9841
56170.6352 -10.976 0.637 -0.00585 -0.038958 -4.991
56170.768382 -10.429 0.637 -0.003055 -0.03588 -4.9868
56186.665106 1.36 0.635 -0.005843 -0.007072 -4.9493
56186.878073 -2.349 0.635 -0.009664 -0.022186 -4.9645
56187.629703 -1.755 0.635 -0.006435 -0.011606 -4.9569
56189.711881 1.949 0.635 -0.000982 0.003221 -4.9408
56190.631129 3.486 0.635 0.002209 0.006454 -4.9358
56191.62702 -0.73 0.62 0.00276 -0.00189 -4.9483
56202.558639 -6.405 0.635 -0.005411 -0.027343 -4.9708
56202.591648 -6.153 0.625 -0.008287 -0.024488 -4.9734
56203.565251 -6.714 0.628 -0.008098 -0.026155 -4.978
56203.620906 -7.845 0.625 -0.005878 -0.029977 -4.9793
56230.555716 -6.327 0.631 -0.003171 -0.029061 -4.9819
