Time RV eRV BIS FWHM S-index
55430.964497 -3.691 0.666 -0.005024 -0.021563 -4.99
55431.017541 -3.733 0.729 -0.002322 -0.018677 -4.9919
55433.808238 -1.255 0.714 -0.002131 -0.01303 -4.9778
55433.95338 -1.826 0.707 -0.001471 -0.016595 -4.9854
55434.017174 -0.229 0.721 -0.001751 -0.012517 -4.9777
55434.811144 -1.734 0.751 -0.004751 -0.018707 -4.99
55434.905077 -0.677 0.751 -0.004321 -0.017864 -4.987
55434.999173 -1.19 0.736 -0.004276 -0.014646 -4.9836
55435.818934 -1.873 0.736 -0.004842 -0.015852 -4.9837
55435.956377 -3.398 0.729 -0.00107 -0.016665 -4.9893
55436.0179 -5.771 0.828 -0.004903 -0.020993 -4.9914
55436.811937 -1.884 0.781 -0.005737 -0.014786 -4.9877
55436.910977 -2.208 0.812 0.000522 -0.016112 -4.9815
55436.995447 -0.893 0.828 -0.003282 -0.012111 -4.9838
55437.819963 -3.867 0.789 -0.00247 -0.018558 -4.989
55437.927964 -2.329 0.673 -0.001026 -0.014482 -4.986
55438.022823 -1.043 0.666 -0.001964 -0.007732 -4.9817
55438.786768 -1.544 0.653 -0.002058 -0.011504 -4.9798
55438.893985 -2.998 0.666 -0.00272 -0.01365 -4.9847
55438.98242 -3.043 0.679 -0.003759 -0.013413 -4.9863
55439.78802 -2.449 0.666 -0.000675 -0.012025 -4.9849
55439.864677 -4.009 0.729 -0.001077 -0.014172 -4.9861
55440.78787 -4.32 0.736 -0.000609 -0.01323 -4.9866
55440.870623 -3.02 0.804 0.001467 -0.008659 -4.98
55440.953857 -4.978 0.7 -0.002209 -0.017341 -4.9882
55441.811545 -2.681 0.758 -0.000354 -0.006338 -4.9763
55441.965982 -4.856 0.901 -0.000845 -0.009489 -4.982
55443.789133 -3.284 0.686 -0.000229 -0.010502 -4.9788
55443.863195 -3.217 0.679 0.000228 -0.009342 -4.9765
55443.957449 -2.512 0.751 0.001025 -0.010895 -4.9796
55444.814536 -4.546 0.686 -0.00121 -0.01246 -4.9812
55444.90618 -2.785 0.773 4e-04 -0.011561 -4.9797
55444.965434 -4.119 0.751 0.000896 -0.009788 -4.9777
55460.811177 -5.838 0.758 -0.001664 -0.012566 -4.9813
55460.911908 -4.57 0.729 0.000848 -0.007325 -4.9796
55461.823753 -8.058 0.773 -0.003077 -0.012636 -4.985
55461.912941 -6.502 0.707 -0.002484 -0.013429 -4.9827
55462.799495 -6.876 0.766 -0.001441 -0.011654 -4.9833
55462.872814 -7.27 0.693 -0.000614 -0.015749 -4.9841
55463.788665 -5.031 0.707 -0.001841 -0.012525 -4.9837
55463.879675 -4.617 0.707 -0.00081 -0.011668 -4.9803
55464.78059 -4.809 0.781 0.001806 -0.014064 -4.9816
55464.873463 -6.811 0.647 -0.003206 -0.015268 -4.988
55465.78494 -5.405 0.622 -0.003758 -0.015587 -4.9893
55465.900943 -4.858 0.622 -0.002663 -0.010366 -4.9818
55466.78493 -6.335 0.7 -0.002994 -0.021325 -4.9902
55466.917806 -3.664 0.707 -0.004301 -0.014713 -4.986
55467.785677 -5.256 0.628 -0.002057 -0.012474 -4.9787
55467.873168 -5.554 0.7 -0.00282 -0.020315 -4.9902
55468.784775 -2.913 0.679 -0.00159 -0.014008 -4.9842
55468.884793 -5.155 0.594 -0.001757 -0.016343 -4.9874
55469.783542 -4.327 0.588 -0.003012 -0.011939 -4.985
55469.909352 -3.888 0.599 -0.000323 -0.011975 -4.9809
55472.832218 -2.225 0.605 0.001201 -0.010691 -4.9799
55472.909745 -3.085 0.599 -0.002323 -0.011087 -4.9782
55473.839503 -5.146 0.599 -0.002811 -0.019259 -4.9888
55473.886871 -5.241 0.594 -0.004472 -0.020697 -4.9896
55474.840121 -2.612 0.599 -0.001209 -0.012444 -4.979
55474.888525 -1.819 0.628 0.000773 -0.010236 -4.976
55475.829503 -4.177 0.634 -0.001506 -0.013317 -4.988
55475.891857 -1.864 0.61 -0.000834 -0.009758 -4.9799
55477.818681 -1.195 0.616 0.000261 -0.009127 -4.9814
55477.877159 -1.381 0.7 -0.000705 -0.005649 -4.9794
55478.812889 -2.501 0.766 -0.000212 -0.013802 -4.984
55478.89869 1.661 0.673 0.000199 -0.006824 -4.9765
55479.84071 -2.966 0.673 -0.003255 -0.01471 -4.9874
55479.900692 -1.014 0.693 0.000715 -0.011643 -4.9823
55480.810603 -2.744 0.751 -0.001878 -0.017246 -4.9894
55480.888084 -1.097 0.647 -0.001911 -0.018056 -4.9867
55481.827337 -2.464 0.653 -0.003471 -0.021974 -4.9956
55481.875313 -2.784 0.707 -0.003357 -0.01804 -4.9904
55708.099436 -2.345 0.673 0.001466 -0.007871 -4.9753
55708.252708 -1 0.622 0.002637 -0.006948 -4.9807
55716.145729 4.121 0.622 -0.000393 0.00988 -4.9534
55716.219872 4.698 0.653 -0.000797 0.006886 -4.9541
55729.918332 -3.978 0.653 -0.001712 -0.008601 -4.9711
55734.91281 -1.223 0.653 0.001438 0.006284 -4.9586
55735.187757 -4.66 0.647 0.002657 0.000197 -4.9645
55735.894378 -6.665 0.616 0.000685 -0.00916 -4.975
55736.187079 -3.38 0.616 -0.001171 0.00442 -4.9617
55737.098181 -5.781 0.588 -0.000215 -0.005847 -4.9743
55737.175231 -4.789 0.583 -0.000769 0.002824 -4.9655
55749.855256 -11.902 0.573 -0.001443 -0.022945 -4.9904
55750.149971 -10.364 0.578 -0.001614 -0.01571 -4.9852
55750.969149 -11.193 0.789 -0.002592 -0.023526 -4.9944
55751.136948 -9.136 0.86 -0.003639 -0.013864 -4.9844
55758.006097 -5.762 0.796 -0.000351 -0.01063 -4.9741
55758.117438 -8.8 0.844 -0.003852 -0.015272 -4.9817
55760.022009 -5.352 0.773 -0.001644 -0.003586 -4.9716
55760.082297 -5.608 0.781 -0.002898 -0.007241 -4.973
55763.982235 -3.295 0.659 0.002265 0.00134 -4.9634
55764.084912 -4.521 0.583 0.001271 -0.001663 -4.9647
55764.989907 -2.124 0.995 -0.00369 -0.002919 -4.9636
55765.063452 -2.236 1.1 -0.003186 -0.001836 -4.966
55781.78595 -0.06 0.918 0.001486 0.005349 -4.961
55782.951289 -5.872 0.796 0.000964 -0.012593 -4.9803
55783.787062 -4.362 0.736 -0.000378 -0.006903 -4.9762
55783.937724 -1.578 0.721 0.002229 -0.00344 -4.969
55784.918453 -1.785 0.714 -0.000483 -0.005022 -4.9673
55785.021375 -3.283 0.721 -0.000269 -0.005507 -4.9761
55785.880848 -2.295 0.714 -0.001263 -0.004142 -4.9694
55786.014289 -0.623 0.714 0.00328 0.003679 -4.9651
55786.955527 -3.657 0.751 0.000515 -0.004179 -4.977
55787.015951 -2.261 0.714 -0.001226 -0.006396 -4.9729
55787.94514 -1.902 0.659 -0.00027 -0.003226 -4.9711
55788.028514 -3.287 0.659 -0.000821 0.001001 -4.972
55789.889371 -6.798 0.666 -0.000961 -0.013788 -4.9856
55789.984087 -4.952 0.659 -0.002355 -0.009753 -4.9803
55790.780676 -5.318 0.673 -0.000639 -0.012791 -4.9806
55790.875456 -4.029 0.82 -0.000598 -0.005307 -4.9803
55795.001417 -0.37 0.82 -0.004797 -0.003729 -4.9627
55795.046708 3.103 0.852 -0.00449 0.002872 -4.9507
55795.819864 3.448 0.86 -0.003862 0.009079 -4.9488
55795.907952 1.764 0.836 -0.005267 0.003987 -4.9559
55796.905937 5.623 0.893 -0.002829 0.015358 -4.9458
55796.962391 3.472 0.653 -0.002206 0.012433 -4.9426
55797.872051 3.904 0.653 -0.000867 0.017224 -4.9444
55797.971494 4.941 0.659 -0.003098 0.014944 -4.9467
55800.85821 2.148 0.659 0.001755 0.020013 -4.9454
55801.012785 0.425 0.622 0.004236 0.014446 -4.9503
55804.906166 -2.145 0.634 0.004021 0.01628 -4.9481
55804.987625 0.141 0.64 0.003849 0.017709 -4.9424
55805.915951 0.417 0.804 0.003368 0.019262 -4.9432
55806.002737 -0.694 0.836 0.002095 0.016168 -4.9462
55806.893685 1.518 0.836 -0.000522 0.016772 -4.9427
55807.014948 1.289 0.736 0.003464 0.014527 -4.9447
55807.917653 3.679 0.751 -0.000682 0.019187 -4.941
55808.902819 0.075 0.751 -0.00031 0.017116 -4.9435
55808.976917 1.42 0.622 0.000792 0.01787 -4.9422
55809.84823 1.994 0.583 0.001581 0.021835 -4.9416
55810.871215 2.481 0.605 0.001594 0.025055 -4.9378
55811.839074 -0.228 0.594 2.7e-05 0.020044 -4.9399
55814.89613 -1.953 0.659 0.00548 0.013651 -4.9482
55814.982869 -1.115 0.673 0.003274 0.01965 -4.9451
55815.792668 -3.051 0.7 0.001749 0.025059 -4.9495
55815.936012 1.008 0.7 0.003719 0.02246 -4.9355
55816.857189 2.388 0.599 0.007563 0.030398 -4.9299
55816.957283 2.326 0.599 0.005554 0.026731 -4.9323
55817.877789 1.576 0.594 0.006262 0.026744 -4.9349
55817.952863 -0.362 0.588 0.004073 0.021015 -4.9406
55818.847166 1.186 0.605 0.003127 0.021282 -4.9398
55818.963127 -0.273 0.605 0.000891 0.012809 -4.9447
55819.850475 -0.059 0.64 0.003427 0.020189 -4.9428
55819.948429 0.795 0.64 0.004491 0.023899 -4.9371
55820.836632 -1.13 0.647 0.002855 0.015325 -4.9461
55820.954167 -0.076 0.634 0.003059 0.015089 -4.9442
55821.851397 -3.188 0.64 0.001133 0.011478 -4.953
55821.941828 -0.298 0.64 0.003314 0.021747 -4.9437
55822.83606 -3.934 0.61 0.00574 0.010741 -4.9555
55822.93406 -3.14 0.61 0.002717 0.013334 -4.9549
55823.810585 -5.104 0.666 -0.000531 0.001482 -4.9592
55823.945931 -1.624 0.659 0.002636 0.015553 -4.9475
55824.864917 -2.475 0.588 0.001688 0.007159 -4.9593
55824.942213 -2.38 0.616 0.001868 0.013993 -4.9497
55825.872054 0.101 0.599 0.001432 0.013312 -4.9504
55825.936781 -3.361 0.594 0.003261 0.010527 -4.956
55850.854644 1.346 0.743 0.002969 0.00313 -4.9615
55851.842911 0.136 0.721 0.000358 0.00369 -4.9629
55852.827805 1.281 0.743 0.002655 0.000118 -4.9653
55853.82768 4.434 0.844 0.002837 0.009797 -4.9517
55854.827538 0.425 0.751 0.001949 0.00105 -4.9618
55855.828444 1.039 0.796 0.001671 0.003052 -4.9581
55858.830078 4.692 0.729 0.00215 0.005667 -4.9564
55859.830882 4.647 0.743 0.00066 0.006882 -4.9543
55860.835095 4.937 0.729 0.004314 0.015256 -4.951
56033.116502 6.48 0.721 -0.001758 0.018408 -4.9387
56033.212304 8.688 0.736 0.000793 0.024803 -4.9284
56034.096462 10.005 0.751 0.001175 0.028525 -4.9264
56034.167736 11.339 0.666 0.000539 0.031498 -4.9222
56035.092406 15.038 0.673 0.000774 0.045099 -4.9073
56035.20678 14.009 0.659 -0.000639 0.03649 -4.9176
56036.124563 13.664 0.659 -0.002342 0.042807 -4.9076
56036.212476 16.179 0.659 0.000489 0.045073 -4.9074
56037.111952 16.267 0.666 -0.00246 0.044253 -4.9086
56037.217685 18.829 0.736 0.001741 0.04818 -4.8988
56038.086458 20.764 0.743 0.001653 0.056463 -4.8952
56038.243134 19.625 0.743 0.003478 0.05724 -4.8922
56040.083088 17.884 0.743 0.005102 0.060359 -4.8982
56040.164444 16.453 0.743 -0.000971 0.059159 -4.8984
56042.09845 15.429 0.707 0.010008 0.062267 -4.901
56042.241772 13.948 0.714 0.008449 0.055924 -4.9048
56043.145071 11.666 0.7 0.009958 0.054213 -4.9077
56043.2284 12.744 0.714 0.009896 0.05128 -4.9072
56059.086161 14.858 0.707 0.003165 0.0377 -4.9222
56059.173251 13.967 0.693 0.000631 0.029638 -4.9344
56060.037679 12.188 0.7 -0.00021 0.028786 -4.9363
56060.117071 12.812 0.693 0.001142 0.026793 -4.9306
56061.025946 15.67 0.7 0.005909 0.037169 -4.9206
56061.099481 13.778 0.789 0.002084 0.028699 -4.9313
56061.170239 13.957 0.736 0.006713 0.035088 -4.9243
56062.092944 10.251 0.729 0.004476 0.031175 -4.9363
56062.185636 13.569 0.736 0.011513 0.033947 -4.9247
56063.077262 14.031 0.885 0.007127 0.045158 -4.9179
56063.163067 9.823 0.877 0.007536 0.034958 -4.9287
56064.028185 12.308 0.918 0.007027 0.039542 -4.923
56064.110598 13.938 0.868 0.009519 0.039923 -4.9208
56065.205072 10.291 0.707 0.00725 0.032552 -4.9318
56066.071264 11.123 0.693 0.008031 0.034774 -4.9276
56070.197631 7.403 0.7 0.001804 0.018294 -4.9444
56073.234873 5.891 0.588 0.000306 0.009819 -4.9526
56074.181653 7.556 0.588 0.003319 0.013122 -4.9485
56075.185945 7.471 0.599 0.000528 0.012091 -4.944
56075.243239 6.079 0.583 -0.000369 0.004708 -4.9556
56079.172241 9.045 0.64 -0.000327 0.019365 -4.9436
56079.231073 9.411 0.653 0.002044 0.019518 -4.945
56080.196361 7.891 0.653 -0.000305 0.021152 -4.9476
56081.250576 7.587 0.666 0.005974 0.022268 -4.9422
56082.187798 8.575 0.583 0.006723 0.024287 -4.9343
56082.2097 9.624 0.583 0.007546 0.030566 -4.9331
56083.197143 8.528 0.594 0.007031 0.028552 -4.9356
56083.238516 8.589 0.64 0.005861 0.030498 -4.9335
56096.130791 12.167 0.634 -0.002792 0.024246 -4.9271
56097.137905 11.195 0.634 0.000703 0.032397 -4.9251
56098.108211 13.498 0.666 0.000227 0.037919 -4.9226
56099.138544 11.375 0.64 -0.000452 0.030629 -4.9253
56100.151954 12.381 0.758 0.002351 0.037797 -4.9171
56101.097619 11.192 0.7 0.006093 0.042726 -4.9179
56102.134776 11.614 0.634 0.008064 0.046888 -4.9136
56129.852559 2.461 0.583 0.002262 0.000313 -4.965
56130.048322 0.88 0.583 0.002059 -0.003029 -4.9703
56131.014079 1.803 0.583 -0.000403 -0.003776 -4.967
56131.111344 0.527 0.628 -0.002025 -0.005935 -4.9745
56132.058448 1.354 0.634 0.001203 -0.005319 -4.9706
56132.817908 3.614 0.628 -4.6e-05 0.003498 -4.961
