Time RV eRV BIS FWHM S-index
55034.904816 -0.294 0.686 0.007503 0.018743 -4.9223
55035.018007 0.872 0.588 0.011875 0.023698 -4.9152
55035.082785 1.238 0.594 0.008232 0.019517 -4.9199
55037.025087 -1.127 0.653 0.006476 0.004192 -4.9338
55037.104736 2.014 0.605 0.006175 0.015021 -4.9254
55037.870826 -0.499 0.594 0.005415 0.006737 -4.9363
55038.025688 0.423 0.578 0.003186 0.008376 -4.932
55051.839292 2.581 0.736 0.001654 0.017786 -4.9261
55051.867377 4.195 0.721 0.004141 0.016466 -4.9256
55052.003426 3.141 0.743 0.002385 0.019582 -4.9243
55052.821767 3.25 0.743 0.005936 0.014732 -4.9266
55052.93943 3.81 0.736 0.002593 0.019834 -4.9233
55053.010159 2.005 0.736 0.003611 0.020066 -4.9215
55053.8345 1.613 0.751 0.001528 0.013672 -4.9276
55053.926513 2.404 0.729 0.006205 0.010283 -4.9286
55054.0234 2.458 0.721 0.0036 0.01634 -4.9239
55054.974127 1.01 0.707 0.003974 0.010554 -4.9305
55055.029413 2.229 0.721 0.005401 0.00812 -4.928
55055.81497 1.653 0.721 0.007633 0.005591 -4.9301
55055.94872 -0.42 0.707 0.000681 0.002135 -4.9388
55056.021308 0.343 0.729 0.004663 0.00469 -4.9342
55056.963809 -0.004 0.707 0.002592 0.004009 -4.9381
55057.034515 0.109 0.743 0.002449 0.001686 -4.9379
55057.8413 -1.615 0.729 -0.000889 -0.006839 -4.9466
55057.986195 -0.984 0.736 -0.000134 -0.005095 -4.9439
55058.970523 -3.689 0.721 -0.001245 -0.01078 -4.9529
55075.919972 17.816 0.721 0.027622 0.0959 -4.8467
55075.993785 17.04 0.736 0.02603 0.094668 -4.8492
55076.822434 14.717 0.736 0.023301 0.081435 -4.8585
55076.937824 13.548 0.599 0.023157 0.072928 -4.865
55077.912527 10.323 0.578 0.021409 0.063637 -4.8767
55077.984395 10.695 0.578 0.018182 0.059139 -4.8787
55078.910357 6.869 0.659 0.017638 0.045915 -4.8946
55078.96979 6.657 0.653 0.014899 0.046834 -4.891
55079.906584 3.139 0.647 0.012972 0.029371 -4.9094
55079.979505 3.434 0.653 0.013261 0.026332 -4.9108
55080.90712 -0.203 0.679 0.008089 0.017167 -4.9276
55080.971195 -0.38 0.686 0.005926 0.014066 -4.9303
55081.893919 -2.213 0.679 0.004334 0.003637 -4.9357
55081.964868 -3.14 0.673 0.004403 0.002257 -4.9411
55084.85783 -5.74 0.686 0.001615 -0.015849 -4.9605
55084.935734 -7.271 0.666 0.002286 -0.01561 -4.9597
55085.85352 -7.05 0.7 -0.001009 -0.023791 -4.9675
55085.92463 -7.642 0.686 -0.00146 -0.022986 -4.9674
55086.837897 -4.962 0.693 -0.001068 -0.019672 -4.9655
55086.904876 -4.693 0.686 -0.000628 -0.016465 -4.9609
55090.849281 -6.922 0.673 -0.003121 -0.021169 -4.9661
55091.827476 -7.017 0.707 -0.002642 -0.026336 -4.9737
55091.919249 -3.585 0.781 -0.001423 -0.010061 -4.9561
55096.919798 4.394 0.729 -0.008588 -0.007531 -4.9414
55114.854568 9.692 0.729 0.013424 0.046838 -4.8935
55115.81989 8.987 0.721 0.012396 0.037028 -4.9
55116.84632 3.835 0.736 0.012532 0.025639 -4.915
55117.837526 3.787 0.721 0.007247 0.021908 -4.9213
55118.86356 0.241 0.721 0.006046 0.007431 -4.933
55119.823454 -0.555 0.714 0.003487 0.004825 -4.9427
55120.840937 -2.129 0.82 0.000244 -0.004682 -4.9457
55121.795277 -1.011 0.721 -0.000167 -0.0101 -4.9482
55122.845022 0.613 0.707 -0.000731 -0.007477 -4.9451
55123.841223 1.391 0.7 -0.002179 -0.001787 -4.9396
55330.018339 5.777 0.7 0.002488 0.013888 -4.9303
55330.137457 3.533 0.7 0.001591 -0.001016 -4.9402
55330.243576 4.341 0.7 0.004744 0.008986 -4.9274
55331.162589 0.336 0.679 9.7e-05 -0.000402 -4.9459
55332.04958 2.101 0.679 0.003663 0.004378 -4.9397
55332.223383 0.328 0.679 0.002935 0.000955 -4.9434
55333.21593 1.087 0.666 0.003308 0.010191 -4.9356
55334.128354 0.292 0.659 0.006483 0.010773 -4.9361
55334.234884 -0.773 0.714 0.004723 0.003006 -4.9392
55335.151821 -0.524 0.7 0.00103 -0.002466 -4.9439
55335.267575 -0.629 0.721 0.003347 0.00147 -4.94
55336.041557 -0.429 0.721 0.005367 -0.00397 -4.9414
55336.1253 -1.467 0.751 0.002493 -0.002101 -4.9442
55336.244828 -0.349 0.82 0.003969 0.001811 -4.9387
55339.156289 -1.266 0.766 -0.001901 -0.008969 -4.9517
55339.253297 -5.049 0.736 -0.00593 -0.013326 -4.9596
55340.226488 0.681 0.812 -0.003421 -0.001019 -4.9454
55353.025783 1.781 0.766 0.004137 0.018324 -4.9198
55353.104579 2.687 0.61 0.008259 0.015127 -4.9221
55353.200328 1.13 0.616 0.005899 0.017393 -4.9219
55354.010307 2.437 0.594 0.006565 0.010608 -4.9226
55354.106879 1.083 0.594 0.004079 0.013073 -4.9235
55355.01963 1.389 0.594 0.002788 0.009893 -4.9284
55355.116237 1.64 0.594 0.004978 0.008581 -4.9233
55355.209476 2.262 0.605 3e-04 0.007863 -4.9261
55355.966294 3.108 0.605 0.002416 0.012897 -4.9244
55356.072086 5.134 0.804 0.004628 0.014604 -4.9228
55356.170585 5.743 0.766 0.001623 0.010729 -4.9234
55357.076719 6.279 0.61 -0.000765 0.014186 -4.9205
55376.933371 1.367 0.605 -0.003795 -0.007119 -4.9486
55377.030201 1.945 0.628 -0.002512 -0.000903 -4.9438
55377.134044 0.487 0.622 -0.001228 -0.001305 -4.9408
55378.047301 -0.531 0.634 -0.003511 -0.01054 -4.9511
55378.12663 1.687 0.64 -0.000651 -0.003768 -4.9417
55378.179361 -1.909 0.64 -0.004228 -0.009473 -4.9542
55379.978787 -1.335 0.647 -0.001139 -0.007636 -4.9529
55380.075188 -2.556 0.653 -0.003041 -0.007876 -4.9496
55380.151345 -4.236 0.653 -0.004601 -0.018312 -4.9617
55381.0116 -1.003 0.634 -0.002636 -0.004086 -4.9476
55381.969885 0.283 0.653 -0.001085 0.000227 -4.9394
55382.065163 -3.668 0.653 -0.002145 -0.008759 -4.9463
55382.154364 1.205 0.673 -0.003028 0.003567 -4.9356
55382.935611 -1.556 0.653 -0.004107 -0.006059 -4.9424
55383.051954 0.406 0.64 -0.001772 0.00341 -4.9334
55383.122509 1.451 0.634 0.001634 0.007675 -4.9276
55384.909686 7.025 0.653 -0.001195 0.016857 -4.9124
55385.018609 5.009 0.634 -0.003286 0.009061 -4.9218
55385.064581 3.617 0.622 -0.002928 0.010369 -4.9221
55388.00439 5.452 0.659 -0.003467 0.007204 -4.9249
55388.060073 6.243 0.666 -0.006018 0.015664 -4.925
55389.099168 5.11 0.653 -0.003035 0.008971 -4.9281
55389.866147 4.961 0.736 -0.003145 0.018181 -4.9198
55390.056445 5.261 0.61 0.001143 0.020397 -4.9208
55390.122891 5.2 0.616 -0.000622 0.019831 -4.9217
55390.90932 4.013 0.721 0.004541 0.019338 -4.9255
55391.030527 2.752 0.707 0.001279 0.013817 -4.9233
55391.110051 5.898 0.995 0.00502 0.020304 -4.9158
55391.911431 3.194 0.82 0.003934 0.022249 -4.921
55391.998264 3.947 0.64 0.006599 0.026455 -4.9165
55392.072117 3.111 0.647 0.005458 0.020476 -4.9238
55392.894937 3.687 0.789 0.008613 0.020932 -4.9196
55393.05167 2.052 0.86 0.006897 0.018763 -4.9162
55393.125198 4.673 0.622 0.006682 0.028161 -4.9143
55393.940355 1.562 0.628 0.006844 0.019122 -4.9167
55394.036788 3.726 0.634 0.006396 0.022446 -4.9121
55394.826365 4.325 0.64 0.006156 0.021717 -4.9097
55394.941432 5.934 0.634 0.0047 0.02357 -4.9102
55395.04864 5.182 0.622 0.004809 0.022818 -4.9161
55403.807554 4.188 0.622 0.001524 0.010811 -4.9246
55403.991078 4.089 0.7 0.002133 0.012602 -4.9271
55406.81024 1.29 0.616 -0.001288 0.000645 -4.9422
55406.915135 2.608 0.673 -0.000506 0.002229 -4.9337
55407.933788 0.9 0.666 -0.001526 0.00066 -4.9394
55407.997438 -0.789 0.659 -0.002153 -0.008449 -4.9479
55408.075394 0.042 0.647 -0.002184 -0.004311 -4.9421
55408.936436 -0.562 0.653 -0.003435 -0.008337 -4.949
55409.005573 -0.009 0.659 -0.002893 -0.004545 -4.9479
55409.072156 -0.882 0.659 -0.003471 -0.00545 -4.9507
55414.84828 -0.245 0.686 -0.001258 0.000353 -4.9399
55414.967104 3.474 0.666 -0.002465 0.013423 -4.922
55415.073436 3.088 0.647 -0.00112 0.008152 -4.9274
55415.855465 3.813 0.653 -0.002437 0.011554 -4.9192
55415.914594 2.33 0.729 -0.002223 0.014477 -4.9242
55416.031543 5.151 0.653 1.6e-05 0.019857 -4.917
55416.851683 3.881 0.666 -0.002675 0.005756 -4.9254
55416.924757 5.913 0.653 -0.001804 0.019969 -4.917
55417.045538 5.495 0.647 -0.001612 0.018274 -4.9159
55417.864692 6.354 0.64 -0.002467 0.015792 -4.919
55417.94379 6.541 0.679 -0.000123 0.018398 -4.9158
55418.04706 5.058 0.686 -0.002016 0.010301 -4.9254
55418.869234 5.011 0.714 -0.003322 0.01276 -4.922
55418.943084 5.136 0.653 -0.002553 0.015469 -4.9221
55419.026088 7.444 0.659 -0.003887 0.01429 -4.9204
55419.886708 6.367 0.673 -0.004207 0.01475 -4.9184
55419.980319 5.715 0.659 -0.002305 0.010819 -4.9221
55420.024547 6.361 0.64 -0.003836 0.014767 -4.9192
55423.829024 7.691 0.628 -0.003259 0.024002 -4.9094
55423.927403 11.524 0.634 -0.000338 0.030114 -4.9026
55423.99392 10.938 0.693 -0.001223 0.030793 -4.9027
55424.785997 10.367 0.673 -0.00233 0.024113 -4.9068
55424.925821 13.084 0.659 -0.003058 0.030781 -4.8954
55425.018928 12.38 0.7 -0.004405 0.028763 -4.902
55425.783367 15.402 0.714 -0.000119 0.037649 -4.8962
55425.914967 13.713 0.7 -0.001882 0.034953 -4.8939
55426.817052 15.101 0.686 -0.001144 0.039363 -4.8924
55426.926998 18.365 0.659 0.002714 0.044377 -4.8824
55427.022558 13.952 0.659 -0.004929 0.035104 -4.893
55430.838778 13.772 0.653 0.004308 0.049561 -4.8948
55430.964497 12.037 0.666 0.005911 0.041232 -4.8983
55431.017541 13.996 0.729 0.007009 0.046159 -4.8921
55433.808238 7.203 0.714 0.005349 0.03133 -4.9081
55433.95338 7.958 0.707 0.009739 0.037061 -4.9002
55434.017174 4.253 0.721 0.007171 0.026371 -4.9103
55434.811144 8.928 0.751 0.011 0.03394 -4.9027
55434.905077 6.476 0.751 0.008781 0.030815 -4.9047
55434.999173 7.47 0.736 0.007617 0.031891 -4.9018
55435.818934 9.124 0.736 0.009794 0.031373 -4.9071
55435.956377 6.589 0.729 0.008225 0.0253 -4.9109
55436.0179 5.101 0.828 0.006763 0.023569 -4.9132
55436.811937 3.965 0.781 0.008251 0.018834 -4.9194
55436.910977 5.006 0.812 0.003827 0.023266 -4.9144
55436.995447 5.624 0.828 0.006017 0.018153 -4.9148
55437.819963 3.552 0.789 0.003922 0.019385 -4.9243
55437.927964 4.349 0.673 0.005404 0.012615 -4.9255
55438.022823 3.676 0.666 0.004156 0.013573 -4.925
55438.786768 1.451 0.653 0.001337 0.010869 -4.9336
55438.893985 3.772 0.666 0.001453 0.015239 -4.9271
55438.98242 3.115 0.679 0.003214 0.012795 -4.9288
55439.78802 0.199 0.666 0.001522 0.008753 -4.9357
55439.864677 2.287 0.729 0.005178 0.013181 -4.9297
55440.78787 0.737 0.736 0.000178 0.005507 -4.9335
55440.870623 2.143 0.804 0.000131 0.012047 -4.929
55440.953857 -1.28 0.7 -0.000324 0.008118 -4.9338
55441.811545 2.519 0.758 0.000749 0.016519 -4.9229
55441.965982 3.061 0.901 -0.000736 0.011624 -4.9234
55443.789133 7.491 0.686 -0.00229 0.02292 -4.9079
55443.863195 9.42 0.679 -0.004301 0.019547 -4.9031
55443.957449 8.529 0.751 -0.004987 0.019183 -4.9126
55444.814536 13.702 0.686 -0.005038 0.026339 -4.8998
55444.90618 11.609 0.773 -0.006206 0.021653 -4.9074
55444.965434 13.442 0.751 -0.006407 0.022218 -4.9042
55460.811177 -8.63 0.758 -0.003696 -0.028653 -4.9775
55460.911908 -8.929 0.729 -0.002252 -0.02809 -4.9734
55461.823753 -5.931 0.773 -0.007688 -0.030097 -4.9745
55461.912941 -8.619 0.707 -0.006375 -0.033012 -4.9758
55462.799495 -2.199 0.766 -0.009338 -0.024984 -4.961
55462.872814 -4.655 0.693 -0.0106 -0.026646 -4.97
55463.788665 0.027 0.707 -0.015053 -0.021417 -4.9541
55463.879675 4.841 0.707 -0.009666 -0.008424 -4.9422
55464.78059 8.302 0.781 -0.012799 -0.005236 -4.9351
55464.873463 8.007 0.647 -0.013839 -0.003066 -4.9303
55465.78494 13.971 0.622 -0.011524 0.009526 -4.9136
55465.900943 14.204 0.622 -0.013677 0.012871 -4.9119
55466.78493 17.248 0.7 -0.009814 0.019356 -4.9044
55466.917806 17.674 0.707 -0.011568 0.027243 -4.8998
55467.785677 22.083 0.628 -0.008149 0.037503 -4.8907
55467.873168 20.328 0.7 -0.00932 0.039836 -4.8931
55468.784775 20.879 0.679 -0.00645 0.040787 -4.8918
55468.884793 22.368 0.594 -0.004841 0.047875 -4.8807
55469.783542 22.137 0.588 -0.003825 0.058712 -4.8758
55469.909352 22.253 0.599 -0.002488 0.058435 -4.8754
55472.832218 20.241 0.605 0.0126 0.082568 -4.8573
55472.909745 22.613 0.599 0.014096 0.09247 -4.8506
55473.839503 22.916 0.599 0.019712 0.095485 -4.8431
55473.886871 19.095 0.594 0.019874 0.085226 -4.8554
55474.840121 18.073 0.599 0.021493 0.08346 -4.8555
55474.888525 19.072 0.628 0.022569 0.084544 -4.8511
55475.829503 15.594 0.634 0.020897 0.071377 -4.8625
55475.891857 16.874 0.61 0.022114 0.072022 -4.8624
55477.818681 8.188 0.616 0.014781 0.035197 -4.8984
55477.877159 11.301 0.7 0.012702 0.040746 -4.8942
55478.812889 5.182 0.766 0.008521 0.028223 -4.9105
55478.89869 5.371 0.673 0.008389 0.023262 -4.9219
55479.84071 3.653 0.673 0.00732 0.015043 -4.9257
55479.900692 1.628 0.693 0.006089 0.009732 -4.9324
55480.810603 -1.205 0.751 0.009338 0.0044 -4.9436
55480.888084 0.614 0.647 0.004906 0.004956 -4.9377
55481.827337 -0.751 0.653 0.001618 -0.002518 -4.9426
55481.875313 -2.615 0.707 0.002164 0.000347 -4.9441
55708.099436 -7.145 0.673 -0.006938 -0.025594 -4.9719
55708.252708 -7.856 0.622 -0.006129 -0.026035 -4.9748
55716.145729 -6.708 0.622 8.7e-05 -0.018705 -4.9659
55716.219872 -7.596 0.653 -0.000871 -0.024465 -4.9669
55729.918332 -4.588 0.653 -0.000753 -0.005262 -4.9522
55734.91281 -8.584 0.653 0.001726 -0.013312 -4.9569
55735.187757 -10.095 0.647 0.003368 -0.013797 -4.9582
55735.894378 -7.832 0.616 0.002265 -0.00869 -4.9549
55736.187079 -8.838 0.616 0.000674 -0.012872 -4.9549
55737.098181 -7.335 0.588 -0.000976 -0.019852 -4.9566
55737.175231 -7.133 0.583 -0.00387 -0.01747 -4.9567
55749.855256 23.592 0.573 0.012315 0.086014 -4.8554
55750.149971 20.652 0.578 0.015247 0.082687 -4.8606
55750.969149 20.694 0.789 0.021417 0.096234 -4.854
55751.136948 19.741 0.86 0.020971 0.086158 -4.8545
55758.006097 -4.007 0.796 0.008052 0.003131 -4.9387
55758.117438 -6.453 0.844 0.004234 -0.007379 -4.9534
55760.022009 -6.131 0.773 0.000342 -0.019597 -4.9663
55760.082297 -7.006 0.781 0.000194 -0.021679 -4.9698
55763.982235 -9.504 0.659 -0.003589 -0.029012 -4.9706
55764.084912 -9.765 0.583 -0.004095 -0.031859 -4.9757
55764.989907 -9.337 0.995 -0.007415 -0.028613 -4.9682
55765.063452 -4.85 1.1 -0.005267 -0.01727 -4.9618
55781.78595 3.447 0.918 -0.003168 0.002844 -4.9366
55782.951289 7.76 0.796 -0.00364 0.007065 -4.9271
55783.787062 9.427 0.736 -0.004807 0.014259 -4.9185
55783.937724 10.471 0.721 -0.005173 0.016709 -4.9169
55784.918453 13.578 0.714 -0.007734 0.024097 -4.9091
55785.021375 12.283 0.721 -0.00314 0.024166 -4.9098
55785.880848 17.315 0.714 -0.002763 0.036758 -4.9004
55786.014289 14.034 0.714 -0.002104 0.024971 -4.9018
55786.955527 19.901 0.751 -0.000623 0.042564 -4.8841
55787.015951 17.721 0.714 -0.000619 0.0378 -4.895
55787.94514 20.235 0.659 -0.000199 0.052313 -4.8812
55788.028514 18.404 0.659 -0.001839 0.044285 -4.888
55789.889371 15.051 0.666 0.006387 0.052715 -4.89
55789.984087 16.794 0.659 0.006658 0.062614 -4.8801
55790.780676 16.504 0.673 0.012938 0.063941 -4.881
55790.875456 14.979 0.82 0.011026 0.058312 -4.88
55795.001417 2.932 0.82 0.016274 0.028511 -4.9063
55795.046708 4.445 0.852 0.015891 0.032454 -4.9053
55795.819864 3.664 0.86 0.013215 0.030099 -4.913
55795.907952 0.672 0.836 0.010298 0.019596 -4.9192
55796.905937 -0.334 0.893 0.008127 0.007492 -4.9317
55796.962391 0.89 0.653 0.009986 0.010766 -4.9259
55797.872051 0.172 0.653 0.005855 -0.000452 -4.9431
55797.971494 -1.259 0.659 0.003823 -0.000862 -4.9366
55800.85821 -2.635 0.659 -0.004753 -0.017212 -4.958
55801.012785 -1.721 0.622 -0.003025 -0.010754 -4.9539
55804.906166 9.672 0.634 -0.005613 0.008154 -4.9272
55804.987625 8.927 0.64 -0.005782 0.005446 -4.9268
55805.915951 10.741 0.804 -0.006101 0.013943 -4.9196
55806.002737 11.753 0.836 -0.006522 0.013583 -4.9214
55806.893685 13.966 0.836 -0.007609 0.023232 -4.9119
55807.014948 12.147 0.736 -0.003656 0.020094 -4.9143
55807.917653 12.39 0.751 -0.003871 0.027211 -4.9101
55808.902819 11.54 0.751 -0.000776 0.035322 -4.9057
55808.976917 9.294 0.622 0.002642 0.03204 -4.9099
55809.84823 10.466 0.583 0.00517 0.037808 -4.9002
55810.871215 7.178 0.605 0.007234 0.037266 -4.9027
55811.839074 5.704 0.594 0.008802 0.032575 -4.9093
55814.89613 6.59 0.659 0.00681 0.01224 -4.9186
55814.982869 5.819 0.673 0.004456 0.011231 -4.9229
55815.792668 7.347 0.7 0.000265 0.011564 -4.9236
55815.936012 8.471 0.7 0.000491 0.019368 -4.9192
55816.857189 6.144 0.599 0.000853 0.008921 -4.9242
55816.957283 6.859 0.599 -0.002282 0.008648 -4.9268
55817.877789 8.252 0.594 -0.002397 0.005683 -4.9339
55817.952863 4.452 0.588 -0.005578 -0.001841 -4.9378
55818.847166 7.603 0.605 -0.002147 0.008111 -4.9288
55818.963127 9.082 0.605 -0.004811 0.010352 -4.9273
55819.850475 5.668 0.64 1.5e-05 0.00449 -4.9338
55819.948429 8.913 0.64 -0.001545 0.012664 -4.9248
55820.836632 7.908 0.647 8e-04 0.020965 -4.9172
55820.954167 7.783 0.634 -0.00145 0.012398 -4.9225
55821.851397 6.588 0.64 0.001228 0.01401 -4.9241
55821.941828 9.02 0.64 0.003256 0.018149 -4.9164
55822.83606 6.692 0.61 0.003897 0.019404 -4.9201
55822.93406 8.301 0.61 0.00399 0.02054 -4.92
55823.810585 1.769 0.666 0.000311 0.005922 -4.9383
55823.945931 5.629 0.659 0.002553 0.008708 -4.9272
55824.864917 1.859 0.588 -0.000443 0.007678 -4.9359
55824.942213 2.52 0.616 0.002482 0.009604 -4.9327
55825.872054 0.533 0.599 0.002726 0.002735 -4.9396
55825.936781 1.213 0.594 -0.000452 0.003195 -4.9348
55850.854644 1.336 0.743 -0.006601 -0.012661 -4.9531
55851.842911 2.504 0.721 -0.001969 -0.001965 -4.9434
55852.827805 3.681 0.743 -0.005307 -0.001845 -4.9381
55853.82768 3.738 0.844 0.001052 -0.000633 -4.9397
55854.827538 8.583 0.751 0.000785 0.014327 -4.9202
55855.828444 7.066 0.796 -0.001613 0.015774 -4.9196
55858.830078 8.824 0.729 -0.003273 0.013683 -4.9267
55859.830882 7.566 0.743 -0.000151 0.0164 -4.9223
55860.835095 8.185 0.729 0.001724 0.020909 -4.9171
56033.116502 -5.339 0.721 0.000743 -0.013013 -4.9562
56033.212304 -7.117 0.736 0.001438 -0.017428 -4.9675
56034.096462 -9.94 0.751 -0.000704 -0.029559 -4.9753
56034.167736 -7.017 0.666 0.000166 -0.017066 -4.9665
56035.092406 -10.032 0.673 0.000861 -0.025889 -4.9759
56035.20678 -6.595 0.659 0.001417 -0.018417 -4.9671
56036.124563 -11.478 0.659 -6e-06 -0.030666 -4.9818
56036.212476 -9.821 0.659 -0.001998 -0.030766 -4.9795
56037.111952 -11.057 0.666 -0.004137 -0.038033 -4.9856
56037.217685 -10.22 0.736 -0.00277 -0.033381 -4.9815
56038.086458 -13.232 0.743 -0.005791 -0.039207 -4.9886
56038.243134 -11.784 0.743 -0.005955 -0.038579 -4.9891
56040.083088 -10.441 0.743 -0.008325 -0.036642 -4.9845
56040.164444 -8.994 0.743 -0.005215 -0.035335 -4.9817
56042.09845 -10.504 0.707 -0.009926 -0.036377 -4.9854
56042.241772 -8.874 0.714 -0.004387 -0.028321 -4.9778
56043.145071 -10.843 0.7 -0.006395 -0.0329 -4.9848
56043.2284 -5.905 0.714 -0.006404 -0.025863 -4.9745
56059.086161 -8.793 0.707 -0.002837 -0.03164 -4.9833
56059.173251 -9.781 0.693 -0.004356 -0.032166 -4.9838
56060.037679 -11.219 0.7 -0.00431 -0.035895 -4.9876
56060.117071 -10.298 0.693 -0.007688 -0.035649 -4.9881
56061.025946 -7.149 0.7 -0.00604 -0.028238 -4.9789
56061.099481 -7.831 0.789 -0.003321 -0.034039 -4.9811
56061.170239 -9.433 0.736 -0.005196 -0.03792 -4.9872
56062.092944 -11.301 0.729 -0.005995 -0.039507 -4.9867
56062.185636 -8.976 0.736 -0.005702 -0.038895 -4.9859
56063.077262 -7.686 0.885 -0.005064 -0.034548 -4.982
56063.163067 -9.518 0.877 -0.00501 -0.042012 -4.9843
56064.028185 -7.858 0.918 -0.005758 -0.032 -4.9787
56064.110598 -6.11 0.868 -0.005529 -0.019559 -4.9716
56065.205072 -6.313 0.707 -0.004004 -0.025007 -4.9737
56066.071264 -5.181 0.693 -0.002185 -0.02057 -4.9717
56070.197631 -7.094 0.7 -0.001385 -0.022878 -4.9711
56073.234873 -15.924 0.588 -0.005412 -0.041497 -4.9948
56074.181653 -11.603 0.588 -0.001862 -0.033509 -4.9869
56075.185945 -15.578 0.599 -0.006332 -0.046385 -4.9973
56075.243239 -15.757 0.583 -0.004195 -0.044702 -4.9978
56079.172241 -12.429 0.64 -0.005726 -0.039405 -4.9903
56079.231073 -11.252 0.653 -0.003462 -0.032294 -4.9857
56080.196361 -10.267 0.653 -0.00411 -0.032907 -4.982
56081.250576 -11.923 0.666 -0.003715 -0.037569 -4.9872
56082.187798 -10.623 0.583 -0.002246 -0.034434 -4.982
56082.2097 -12.081 0.583 -0.004448 -0.032995 -4.981
56083.197143 -10.745 0.594 -0.00314 -0.030969 -4.9838
56083.238516 -10.036 0.64 -0.003109 -0.033326 -4.9811
56096.130791 -8.682 0.634 6.4e-05 -0.025854 -4.9778
56097.137905 -8.448 0.634 0.001407 -0.028568 -4.975
56098.108211 -9.872 0.666 0.000991 -0.026945 -4.9783
56099.138544 -12.816 0.64 -0.005657 -0.045315 -4.9956
56100.151954 -12.467 0.758 -0.003466 -0.037497 -4.9898
56101.097619 -13.28 0.7 -0.00542 -0.045772 -5.0012
56102.134776 -16.041 0.634 -0.010316 -0.051562 -5.0003
56129.852559 -7.778 0.583 -0.005838 -0.027099 -4.9733
56130.048322 -5.375 0.583 -0.003499 -0.026793 -4.9736
56131.014079 -7.091 0.583 -0.002906 -0.02214 -4.9705
56131.111344 -7.607 0.628 -0.001636 -0.019453 -4.9733
56132.058448 -10.381 0.634 -0.00438 -0.030188 -4.9783
56132.817908 -8.286 0.628 -0.001844 -0.022789 -4.9717
56133.068494 -9.24 0.578 -0.002629 -0.027765 -4.977
56134.99255 -8.796 0.578 -0.002435 -0.029999 -4.9831
56139.017105 -11.838 0.583 -0.006383 -0.041386 -4.995
56139.092021 -11.018 0.622 -0.008015 -0.042632 -4.9895
56141.059286 -11.247 0.622 -0.008309 -0.042058 -4.9945
56141.99769 -10.193 0.673 -0.005655 -0.037089 -4.9868
56146.893563 -10.25 0.679 -0.007416 -0.038261 -4.9862
56147.028606 -11.297 0.616 -0.007281 -0.038458 -4.9847
56151.827646 -8.713 0.616 -0.002881 -0.024702 -4.9727
56151.957522 -9.924 0.61 -0.004911 -0.026662 -4.9789
56152.894037 -9.976 0.61 -0.000494 -0.028642 -4.9742
